1,2019-10-05 00:00:00,1016870803637,1,173.3314596961336,0.19,1,Desktop
2,2019-10-11 00:00:00,48076008851343,4,290.10535175922513,0.07,4,Unknown
3,2019-08-19 00:00:00,72300317870324,2,511.4181420476257,0.07,2,Tablet
4,2019-10-14 00:00:00,84516511452821,3,593.8755045649982,0.19,3,Mobile Phone
5,2019-09-10 00:00:00,44780848857001,3,674.2801956714196,0.07,3,Mobile Phone
6,2019-09-20 00:00:00,54145933160851,2,59.736283745390196,0.07,2,Tablet
7,2019-10-13 00:00:00,68564288760762,4,512.0134481572289,0.19,4,Unknown
8,2019-10-22 00:00:00,74593067572606,2,170.14154434317973,0.07,2,Tablet
9,2019-08-12 00:00:00,74912374801029,4,862.7377112288809,0.07,4,Unknown
10,2019-10-25 00:00:00,67206600864292,4,29.665909406771274,0.07,4,Unknown
11,2019-10-28 00:00:00,72257448527137,4,337.8129959788193,0.19,4,Unknown
12,2019-08-16 00:00:00,31161783828987,2,893.7967769244418,0.07,2,Tablet
13,2019-09-21 00:00:00,74019332491246,3,172.42644517824425,0.07,3,Mobile Phone
14,2019-10-19 00:00:00,97387717610795,4,680.3345850760237,0.07,4,Unknown
15,2019-09-03 00:00:00,45101854301536,4,254.56788770179506,0.19,4,Unknown
16,2019-08-07 00:00:00,39618162285184,4,178.45406035096167,0.19,4,Unknown
17,2019-09-22 00:00:00,79503222532643,3,262.04741924104104,0.07,3,Mobile Phone
18,2019-11-01 00:00:00,47711898936813,4,934.9268811121353,0.07,4,Unknown
19,2019-10-27 00:00:00,27411965646696,3,153.64248377511558,0.07,3,Mobile Phone
20,2019-09-14 00:00:00,79047396341564,3,692.2406476246132,0.19,3,Mobile Phone
21,2019-10-19 00:00:00,11315178096070,3,454.7341037967879,0.19,3,Mobile Phone
22,2019-10-16 00:00:00,24012466194495,1,269.69127065290786,0.19,1,Desktop
23,2019-09-19 00:00:00,17029684917498,1,641.0621015714399,0.07,1,Desktop
24,2019-09-14 00:00:00,59005300724987,2,18.85446336390395,0.19,2,Tablet
25,2019-10-23 00:00:00,96729202710375,2,415.3622212214476,0.07,2,Tablet
26,2019-09-18 00:00:00,13585562094666,2,651.8292077113063,0.07,2,Tablet
27,2019-09-07 00:00:00,51653737316798,2,643.342337974177,0.07,2,Tablet
28,2019-09-26 00:00:00,6224970231388,3,764.2974433333836,0.19,3,Mobile Phone
29,2019-09-06 00:00:00,86017690185412,2,761.6973317859122,0.19,2,Tablet
30,2019-09-05 00:00:00,30526682294845,2,124.58779921036023,0.07,2,Tablet
31,2019-10-10 00:00:00,52164460431246,2,730.8992412609637,0.07,2,Tablet
32,2019-09-12 00:00:00,2086917030708,1,519.4360533711985,0.19,1,Desktop
33,2019-10-13 00:00:00,55711069540774,2,305.51344963995916,0.07,2,Tablet
34,2019-08-07 00:00:00,69512920708889,4,161.38927760440103,0.19,4,Unknown
35,2019-09-22 00:00:00,81079023380836,2,240.37997744006447,0.07,2,Tablet
36,2019-10-15 00:00:00,43129968770844,2,903.9940787921128,0.19,2,Tablet
37,2019-10-09 00:00:00,3979029989679,3,481.2938915754198,0.07,3,Mobile Phone
38,2019-08-11 00:00:00,25662618227295,2,272.57185994385924,0.07,2,Tablet
39,2019-10-02 00:00:00,84878295639931,2,930.0074967698654,0.07,2,Tablet
40,2019-08-13 00:00:00,96481967263931,3,476.48545403216326,0.07,3,Mobile Phone
41,2019-09-01 00:00:00,5912788198719,1,5.159177339339682,0.19,1,Desktop
42,2019-08-14 00:00:00,56713558605689,4,755.6429642955216,0.19,4,Unknown
43,2019-08-11 00:00:00,32541817151812,1,336.5394908823005,0.07,1,Desktop
44,2019-11-01 00:00:00,15363719371717,4,458.6501707162216,0.19,4,Unknown
45,2019-09-14 00:00:00,47447038460279,1,993.983502272577,0.07,1,Desktop
